Address,Price,ML_Price_Estimate,Price_$,ML_Price_Estimate_$
1/565 Burke Rd,868000.0,665886.69112458,"$868,000","$665,887"
1/17 Hollsmoor Rd,1375000.0,1312005.8275037804,"$1,375,000","$1,312,006"
1a Mabel St,1235000.0,1328155.1976291738,"$1,235,000","$1,328,155"
36 Spencer Rd,1510000.0,1721605.2769220383,"$1,510,000","$1,721,605"
38 Spencer Rd,1520000.0,1721605.2769220383,"$1,520,000","$1,721,605"
3/7 Stanhope Gr,835000.0,665886.69112458,"$835,000","$665,887"
5/1295 Toorak Rd,495000.0,665886.69112458,"$495,000","$665,887"
9 Webster St,2100500.0,2234936.941104651,"$2,100,500","$2,234,937"
16 Parlington St,3300000.0,2642141.1517948303,"$3,300,000","$2,642,141"
787 Rathdowne St,1470000.0,1145107.2745007596,"$1,470,000","$1,145,107"
79 Wilson St,2410000.0,1438514.0703537487,"$2,410,000","$1,438,514"
2 Milton St,1775000.0,1681669.84060353,"$1,775,000","$1,681,670"
9/80 Woornack Rd,295000.0,342988.65454557363,"$295,000","$342,989"
26 Bursaria Dr,629000.0,763907.3916582633,"$629,000","$763,907"
17 The Entrance,406000.0,514954.8615590058,"$406,000","$514,955"
13 Wright St,825000.0,781031.7644263095,"$825,000","$781,032"
67 Gamble Rd,581500.0,598604.5998553656,"$581,500","$598,605"
15 Grange Rd,1400000.0,1310638.9143351803,"$1,400,000","$1,310,639"
498 Kooyong Rd,1538000.0,1234584.1514594406,"$1,538,000","$1,234,584"
10 Myora Ct,1354000.0,1084712.6554676066,"$1,354,000","$1,084,713"
29c Ella Gr,886000.0,692950.7076864153,"$886,000","$692,951"
33 Dunstan St,4000000.0,1358447.7592874554,"$4,000,000","$1,358,448"
9B Hourigan Av,1010000.0,1050352.4828331876,"$1,010,000","$1,050,352"
3/32 Madeleine Rd,697500.0,718898.9194579417,"$697,500","$718,899"
24 Kitson Rd,800000.0,831636.1462184887,"$800,000","$831,636"
6/37 Groom St,1805000.0,1438514.0703537487,"$1,805,000","$1,438,514"
208 Noone St,1400000.0,1438514.0703537487,"$1,400,000","$1,438,514"
253 Bell St,1032500.0,993013.5775575093,"$1,032,500","$993,014"
100 Clarendon St,1070000.0,993013.5775575093,"$1,070,000","$993,014"
116 Gordon St,1005000.0,993013.5775575093,"$1,005,000","$993,014"
43 Linda St,905000.0,882120.3433981618,"$905,000","$882,120"
8/2 McKay St,412000.0,520687.4565487684,"$412,000","$520,687"
30 Quarry Cct,333000.0,346076.4513279877,"$333,000","$346,076"
7 Railway Pl,797500.0,882120.3433981618,"$797,500","$882,120"
3/3 Wardens Wk,430000.0,520687.4565487684,"$430,000","$520,687"
23 Ida St,490000.0,585609.8956169821,"$490,000","$585,610"
64 Ronald St,960000.0,1059336.0503520323,"$960,000","$1,059,336"
2/136 Oxford St,960000.0,647148.536653077,"$960,000","$647,149"
7A Amstel St,356500.0,531527.8784322648,"$356,500","$531,528"
4 Meadowbank Ct,580500.0,601266.5475688942,"$580,500","$601,267"
163 Newbury Bvd,573000.0,531527.8784322648,"$573,000","$531,528"
16 Serenity Wy,475000.0,601266.5475688942,"$475,000","$601,267"
226 Windrock Av,385000.0,444897.3036837003,"$385,000","$444,897"
22 Horsfield St,475000.0,602205.3141197716,"$475,000","$602,205"
174A Lincoln Rd,744000.0,719644.7792346566,"$744,000","$719,645"
1 Robinson St,746000.0,752749.7552587306,"$746,000","$752,750"
59 Wicklow Av,965000.0,752749.7552587306,"$965,000","$752,750"
31 Phillip St,455500.0,518226.02146635926,"$455,500","$518,226"
10 Aratula St,800000.0,619292.5190699229,"$800,000","$619,293"
24 Grandview Av,610000.0,619292.5190699229,"$610,000","$619,293"
4/3 Rhoden Ct,307000.0,457306.8335180078,"$307,000","$457,307"
19 Terry St,1610000.0,1328155.1976291738,"$1,610,000","$1,328,155"
20 Davitt Dr,589000.0,710360.9539761894,"$589,000","$710,361"
20 Doherty St,603000.0,647039.2754273614,"$603,000","$647,039"
1/25 Yeats Dr,335000.0,583141.5107255548,"$335,000","$583,142"
27 Fairview Cr,730000.0,763378.5541008586,"$730,000","$763,379"
6 Balcombe Pl,920000.0,964420.2018690517,"$920,000","$964,420"
4 Bayville Dr,770000.0,822017.5624516478,"$770,000","$822,018"
17 Emery Dr,1140000.0,964420.2018690517,"$1,140,000","$964,420"
34 Marcus Rd,910000.0,964420.2018690517,"$910,000","$964,420"
16 Toorak Dr,883850.0,964420.2018690517,"$883,850","$964,420"
73 Ayr St,1556000.0,1327055.5003529335,"$1,556,000","$1,327,056"
48 Blackburn Rd,1249000.0,1281990.7577262705,"$1,249,000","$1,281,991"
2/3 Elizabeth St,950000.0,910753.2236875289,"$950,000","$910,753"
1/60 Franklin Rd,820000.0,910753.2236875289,"$820,000","$910,753"
58 Huntingfield Dr,1730000.0,1281990.7577262705,"$1,730,000","$1,281,991"
11 Chaim Ct,1260000.0,999891.4345177907,"$1,260,000","$999,891"
13 Hillcrest Ct,1300000.0,1224911.0131022076,"$1,300,000","$1,224,911"
22 Ormond Rd,1820000.0,1236552.8528311988,"$1,820,000","$1,236,553"
16/246 Albert St,675000.0,491836.3676522523,"$675,000","$491,836"
138 Powlett St,4150000.0,1754057.943438791,"$4,150,000","$1,754,058"
17 Joffre Av,1130000.0,825824.6573629642,"$1,130,000","$825,825"
29 Downshire Rd,1683000.0,1023314.6879165081,"$1,683,000","$1,023,315"
2 Park St,2250000.0,1412547.8395321146,"$2,250,000","$1,412,548"
14 Floriston Gr,840500.0,806428.5806476992,"$840,500","$806,429"
14 Lamorna Ct,900000.0,806428.5806476992,"$900,000","$806,429"
89 Napoleon St,837000.0,806428.5806476992,"$837,000","$806,429"
34 Weidlich Rd,1000000.0,853258.9536183504,"$1,000,000","$853,259"
15/125 Ormond Rd,800000.0,641022.9885754028,"$800,000","$641,023"
3/22 Shelley St,805000.0,641022.9885754028,"$805,000","$641,023"
68 Tennyson St,2985000.0,2010398.6945994995,"$2,985,000","$2,010,399"
6 Fleming Cl,690000.0,646986.6266386067,"$690,000","$646,987"
50 Farmhouse Bvd,497000.0,567999.9399067365,"$497,000","$568,000"
24 Guinea Ct,507500.0,567999.9399067365,"$507,500","$568,000"
29 Inverloch St,1010000.0,704482.2025414183,"$1,010,000","$704,482"
40 Bradshaw St,1930000.0,1502555.171689442,"$1,930,000","$1,502,555"
118 Deakin St,1399000.0,1502555.171689442,"$1,399,000","$1,502,555"
23 Gilbertson St,1512000.0,1127121.6033096465,"$1,512,000","$1,127,122"
12 McCarron Pde,2000000.0,1502555.171689442,"$2,000,000","$1,502,555"
6/46 Richardson St,552000.0,874388.4227355641,"$552,000","$874,388"
12/25 Winifred St,860000.0,562737.2997620743,"$860,000","$562,737"
2B Cowper St,946000.0,1336872.192455849,"$946,000","$1,336,872"
32 Garnet St,1430000.0,1127121.6033096465,"$1,430,000","$1,127,122"
232 Darebin Rd,1270000.0,1549533.0502768187,"$1,270,000","$1,549,533"
13 Birchwood St,635000.0,665492.3296686813,"$635,000","$665,492"
22 Emma St,630000.0,665492.3296686813,"$630,000","$665,492"
9 Emma St,705000.0,665492.3296686813,"$705,000","$665,492"
13 Minona St,625000.0,547726.2972398613,"$625,000","$547,726"
2 California Cr,665508.0,716705.1127855151,"$665,508","$716,705"
32 Gaydon St,691000.0,716705.1127855151,"$691,000","$716,705"
12 Kingston St,815000.0,791440.7907666318,"$815,000","$791,441"
50 Wattletree Rd,730000.0,716705.1127855151,"$730,000","$716,705"
7/19 Victoria St,720000.0,458325.68796809023,"$720,000","$458,326"
64 Barkly St,1890000.0,1439781.430621218,"$1,890,000","$1,439,781"
6 Ivan St,1454000.0,1439781.430621218,"$1,454,000","$1,439,781"
123 Miller St,2061000.0,1822215.348334934,"$2,061,000","$1,822,215"
497 Napier St,1310000.0,1439781.430621218,"$1,310,000","$1,439,781"
5/240 Queens Pde,995000.0,643271.6539599545,"$995,000","$643,272"
88 Rowe St,3259000.0,1822215.348334934,"$3,259,000","$1,822,215"
53 Tait St,1325000.0,1213941.3198652163,"$1,325,000","$1,213,941"
509/250 Barkly St,331000.0,322451.19347383,"$331,000","$322,451"
3 Railway Pl,1000000.0,971810.5831264375,"$1,000,000","$971,811"
12 Swan St,771000.0,582454.4413144878,"$771,000","$582,454"
4 Lowana Cr,1260000.0,953302.6774356966,"$1,260,000","$953,303"
21 Glenview Cr,508000.0,608123.2855695994,"$508,000","$608,123"
6 Yuille St,501500.0,539869.5793686961,"$501,500","$539,870"
5 Silvertop St,450000.0,608123.2855695994,"$450,000","$608,123"
56 Christopher Dr,351000.0,794900.4907706899,"$351,000","$794,900"
6 Reeves Cl,650000.0,674784.6614183461,"$650,000","$674,785"
18 Creswick St,3730000.0,1709711.2196034454,"$3,730,000","$1,709,711"
2A Dundas St,1225000.0,1709711.2196034454,"$1,225,000","$1,709,711"
14b Lithgow St,1500000.0,2234936.941104651,"$1,500,000","$2,234,937"
2/97 Bogong Av,1100080.0,1096704.3304195518,"$1,100,080","$1,096,704"
16 Botanic Dr,1520000.0,1282200.6170694726,"$1,520,000","$1,282,201"
28 Edith St,1716000.0,1480483.0196312508,"$1,716,000","$1,480,483"
40 Fraser St,1100000.0,1485314.705187433,"$1,100,000","$1,485,315"
6 Harvie St,1467000.0,1282200.6170694726,"$1,467,000","$1,282,201"
24 Pepperell Av,1600000.0,1144864.012624598,"$1,600,000","$1,144,864"
43 Ranfurlie Dr,1311000.0,1282200.6170694726,"$1,311,000","$1,282,201"
69A Maude Av,582000.0,599684.4891049352,"$582,000","$599,684"
29 Balerno Cir,536000.0,742647.779900643,"$536,000","$742,648"
140 Gowanbrae Dr,696000.0,742647.779900643,"$696,000","$742,648"
2 Akima Cl,757000.0,792577.0494223656,"$757,000","$792,577"
49 Albion Cr,860000.0,940018.400030086,"$860,000","$940,018"
12 Armstrong St,768000.0,792577.0494223656,"$768,000","$792,577"
109 Delta Rd,812000.0,940018.400030086,"$812,000","$940,018"
207 Hickling Av,782000.0,792577.0494223656,"$782,000","$792,577"
30 Kempston St,725000.0,792577.0494223656,"$725,000","$792,577"
2/18 Lorimer St,680000.0,940018.400030086,"$680,000","$940,018"
13 Ridge Rd,882000.0,792577.0494223656,"$882,000","$792,577"
2 Wichill Cl,632000.0,698183.7244352052,"$632,000","$698,184"
4 Knole St,812000.0,924765.5401071256,"$812,000","$924,766"
15 Regent St,837000.0,743358.5426778217,"$837,000","$743,359"
30 Tristan Ct,473000.0,743358.5426778217,"$473,000","$743,359"
21 Grout St,2288500.0,1434883.8628771093,"$2,288,500","$1,434,884"
307/427 Hampton St,750000.0,766530.9256805757,"$750,000","$766,531"
2/2 Myrtle Rd,1510000.0,1223223.666568337,"$1,510,000","$1,223,224"
229 Thomas St,1500000.0,1434883.8628771093,"$1,500,000","$1,434,884"
6/32 Berkeley St,855000.0,989311.511512448,"$855,000","$989,312"
5/35 Elphin Gr,490000.0,617422.1141619114,"$490,000","$617,422"
1/472 Glenferrie Rd,620000.0,617422.1141619114,"$620,000","$617,422"
9/578 Glenferrie Rd,600000.0,617422.1141619114,"$600,000","$617,422"
10/48 Oxley Rd,975000.0,989311.511512448,"$975,000","$989,312"
9/106 Brown St,655000.0,567587.5751541116,"$655,000","$567,588"
7 Kent Ct,1420000.0,1239849.7303422012,"$1,420,000","$1,239,850"
44 Marie Av,786000.0,860235.2071602673,"$786,000","$860,235"
4 Spencer St,959000.0,860235.2071602673,"$959,000","$860,235"
1 Mulberry Pde,720000.0,716248.8653257234,"$720,000","$716,249"
2 Hazel Av,1322000.0,1167921.849027302,"$1,322,000","$1,167,922"
5 Anastasia Ct,612500.0,658486.6227956739,"$612,500","$658,487"
8 Honeysuckle Av,630000.0,658486.6227956739,"$630,000","$658,487"
98 Barber Dr,715000.0,602223.5995215023,"$715,000","$602,224"
30 Elder Rd,686500.0,602223.5995215023,"$686,500","$602,224"
2 Arthur St,1065000.0,977409.996742523,"$1,065,000","$977,410"
6A Maroo St,1355000.0,1257710.7967560906,"$1,355,000","$1,257,711"
31 Berkeley St,1145000.0,1030606.3684681949,"$1,145,000","$1,030,606"
13 Dalveen Rd,792000.0,961420.9383974635,"$792,000","$961,421"
107 Ford St,1440000.0,1141155.2760126384,"$1,440,000","$1,141,155"
3/6 Merton St,660000.0,586009.1074020229,"$660,000","$586,009"
4 Meryton La,1977000.0,1141155.2760126384,"$1,977,000","$1,141,155"
81 The Boulevard,1840000.0,1141155.2760126384,"$1,840,000","$1,141,155"
123 Valentine St,1275000.0,1524864.68673056,"$1,275,000","$1,524,865"
30 Townsend St,1781000.0,1398925.7136257072,"$1,781,000","$1,398,926"
42 Hales Cr,575000.0,549964.2797945852,"$575,000","$549,964"
14 Landy Rd,542000.0,549964.2797945852,"$542,000","$549,964"
18 Wimmera Cr,569000.0,631137.4990591044,"$569,000","$631,137"
3 Ash Gr,950000.0,743189.9683099528,"$950,000","$743,190"
20 Border Dr,850000.0,855729.9307322167,"$850,000","$855,730"
165 Sterling Dr,756000.0,743189.9683099528,"$756,000","$743,190"
42a Wonganella Dr,680000.0,636030.3219718105,"$680,000","$636,030"
14/8 Mawbey St,360000.0,371608.74644712714,"$360,000","$371,609"
202/60 Speakmen St,325000.0,371608.74644712714,"$325,000","$371,609"
141 Stockmans Wy,1103000.0,1464821.4138300004,"$1,103,000","$1,464,821"
123 The Crescent,901000.0,998171.8092956834,"$901,000","$998,172"
4/178 Brougham St,653000.0,634603.5111481077,"$653,000","$634,604"
119 Derby St,2000000.0,1713478.9592139197,"$2,000,000","$1,713,479"
10 Ferguson St,1610000.0,2258768.4527460868,"$1,610,000","$2,258,768"
9 Kellett Gr,2315000.0,2258768.4527460868,"$2,315,000","$2,258,768"
2 Lalla Ct,1050000.0,1713478.9592139197,"$1,050,000","$1,713,479"
36 Normanby Rd,2155000.0,1713478.9592139197,"$2,155,000","$1,713,479"
15/152 Princess St,830000.0,1004192.6428544049,"$830,000","$1,004,193"
6 Meldrum St,1770000.0,2234936.941104651,"$1,770,000","$2,234,937"
12 Warragamba Ct,600000.0,674565.4818859105,"$600,000","$674,565"
1 Hammersley Ct,592000.0,638935.8197150892,"$592,000","$638,936"
23 Lookout Ri,1120000.0,982231.7029220004,"$1,120,000","$982,232"
2/12 Oban Wy,710000.0,706333.6362234025,"$710,000","$706,334"
62 Strathallan Rd,915000.0,809968.7827123104,"$915,000","$809,969"
12/9 Ascot St,360000.0,409297.2114052542,"$360,000","$409,297"
21 Embling Rd,2400000.0,2710210.5544446176,"$2,400,000","$2,710,211"
9/423 Glenferrie Rd,1350000.0,1984013.3391772732,"$1,350,000","$1,984,013"
6/12 Irving St,450000.0,409297.2114052542,"$450,000","$409,297"
12 Darling Rd,2000000.0,1445798.3826012996,"$2,000,000","$1,445,798"
2/37 Darling Rd,1150000.0,1014454.4954656018,"$1,150,000","$1,014,454"
29 Hillsdale Av,813000.0,1038911.3551301413,"$813,000","$1,038,911"
11/97 Raleigh Rd,330000.0,444711.7110589836,"$330,000","$444,712"
7 Woodruff Av,1425000.0,1281623.4077296709,"$1,425,000","$1,281,623"
209/66 Bent St,875000.0,903610.0161082498,"$875,000","$903,610"
5 Fitzroy St,1265000.0,1049950.9794452426,"$1,265,000","$1,049,951"
48 Lees St,1200000.0,1317027.036704827,"$1,200,000","$1,317,027"
14 Ironbark Ct,520000.0,517891.72089059424,"$520,000","$517,892"
66/538 Little Lonsdale St,605000.0,647148.536653077,"$605,000","$647,149"
814/70 Queens Rd,649000.0,647148.536653077,"$649,000","$647,149"
13/30 Russell St,440000.0,419878.8210729163,"$440,000","$419,879"
19 Joan St,431000.0,401040.5929214807,"$431,000","$401,041"
13 Coolabah St,1300000.0,1147708.3728963465,"$1,300,000","$1,147,708"
5/30 Riviera St,337000.0,393364.9482500391,"$337,000","$393,365"
5 Vasari Gdns,525500.0,609817.9356302039,"$525,500","$609,818"
19/109 Nimmo St,800000.0,704254.9179840118,"$800,000","$704,255"
1/12 Buckmaster Dr,425000.0,595842.563384531,"$425,000","$595,843"
33 Buckmaster Dr,595500.0,595842.563384531,"$595,500","$595,843"
6 Hinkler Dr,660000.0,595842.563384531,"$660,000","$595,843"
12 Milne St,1300000.0,953302.6774356966,"$1,300,000","$953,303"
16 Davey Rd,820000.0,807363.3610206447,"$820,000","$807,363"
373 Main Rd,725000.0,807363.3610206447,"$725,000","$807,363"
67 Bowen St,1180000.0,942360.9611373642,"$1,180,000","$942,361"
1 Lawson St,910000.0,942360.9611373642,"$910,000","$942,361"
33 Lennox St,887500.0,1127121.6033096465,"$887,500","$1,127,122"
6 Lethbridge St,1143000.0,1127121.6033096465,"$1,143,000","$1,127,122"
22 Scotia St,1117500.0,1127121.6033096465,"$1,117,500","$1,127,122"
51 Wordsworth St,1330000.0,1127121.6033096465,"$1,330,000","$1,127,122"
14 Gwenda Av,800000.0,861508.9801829621,"$800,000","$861,509"
52 Marrbridge Rd,1410000.0,1245291.9752708056,"$1,410,000","$1,245,292"
2/1015 Nepean Hwy,457500.0,571179.5872357363,"$457,500","$571,180"
5 Chaucer St,778000.0,665154.5155872488,"$778,000","$665,155"
2/144 Chute St,822000.0,838586.3278899828,"$822,000","$838,586"
8 Rivette St,895000.0,882071.380181212,"$895,000","$882,071"
1 Winterset Cl,1300000.0,1059376.662465205,"$1,300,000","$1,059,377"
4/1 Adrienne Cr,568888.0,636620.5308704596,"$568,888","$636,621"
16 Amber Gr,3105000.0,1637137.0910023232,"$3,105,000","$1,637,137"
7 Bambra Ct,1500000.0,1394254.5714198514,"$1,500,000","$1,394,255"
5 Byrd Ct,1030000.0,905920.0783627122,"$1,030,000","$905,920"
7 Larch Cr,1275000.0,1394254.5714198514,"$1,275,000","$1,394,255"
9 Larch Cr,1360000.0,1212873.8138765784,"$1,360,000","$1,212,874"
44 Smyth St,980000.0,1394254.5714198514,"$980,000","$1,394,255"
13 Toirram Rd,1601000.0,1637137.0910023232,"$1,601,000","$1,637,137"
8 Wadham Pde,1780000.0,1394254.5714198514,"$1,780,000","$1,394,255"
20 Brunton Cr,630000.0,847879.7483499494,"$630,000","$847,880"
2 Cooley La,925000.0,941439.5309331912,"$925,000","$941,440"
8 Dirkala Ct,868000.0,847879.7483499494,"$868,000","$847,880"
4 Fiji Ct,880000.0,1037016.8806610472,"$880,000","$1,037,017"
35 Merrill St,920000.0,847879.7483499494,"$920,000","$847,880"
11 Adams St,1550000.0,1698060.6859502133,"$1,550,000","$1,698,061"
1/11 Howe St,720000.0,581952.7706314394,"$720,000","$581,953"
1/5 Murrumbeena Rd,586500.0,581952.7706314394,"$586,500","$581,953"
7 Feldspar Ct,551000.0,602205.3141197716,"$551,000","$602,205"
13 Greg Ct,510000.0,646986.6266386067,"$510,000","$646,987"
313 Douglas Pde,1032000.0,860994.8944216558,"$1,032,000","$860,995"
18 Latrobe St,1270000.0,1006542.663193009,"$1,270,000","$1,006,543"
2 Parramatta Cr,710000.0,751578.9913741429,"$710,000","$751,579"
18 Molesworth St,1815000.0,2221116.1093663657,"$1,815,000","$2,221,116"
2/150 Peel St,420000.0,416579.90378486225,"$420,000","$416,580"
268 Clarke St,1200000.0,1063414.9531113964,"$1,200,000","$1,063,415"
4/54 Cunningham St,345000.0,388776.5843382562,"$345,000","$388,777"
3/49 James St,1075000.0,935698.6043594966,"$1,075,000","$935,699"
72 Thomson St,1332000.0,1282652.9931464973,"$1,332,000","$1,282,653"
16 Heather Gr,685000.0,1007748.1448409506,"$685,000","$1,007,748"
14 Laughlin Av,1185000.0,1007748.1448409506,"$1,185,000","$1,007,748"
15 Suffolk St,806000.0,1007748.1448409506,"$806,000","$1,007,748"
18 Kerr Av,857000.0,779459.1453336945,"$857,000","$779,459"
11 Vincent St,945000.0,963950.7161106968,"$945,000","$963,951"
5/28 Devon Gr,986000.0,1108642.8961735584,"$986,000","$1,108,643"
19 Delos St,1120000.0,820000.3086986685,"$1,120,000","$820,000"
1/1 Wallace Av,710000.0,765940.8883602078,"$710,000","$765,941"
10/30 Lillimur Rd,420000.0,569892.7228960524,"$420,000","$569,893"
8/38 Lillimur Rd,490000.0,569892.7228960524,"$490,000","$569,893"
2/31 Wheeler St,1100000.0,1028120.5564817428,"$1,100,000","$1,028,121"
24 Osborn Gr,378000.0,594070.1521777249,"$378,000","$594,070"
5 Fourth St,1260000.0,1047796.3159474588,"$1,260,000","$1,047,796"
69 McSwain St,1200000.0,1047796.3159474588,"$1,200,000","$1,047,796"
